web-scraper-order,web-scraper-start-url,pagination,pagination-href,Text_select,Titulo ,Nota_element
"1561504339-1850","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","77","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or380-Air-France","No dia 04 de março comprei uma passagem para Brasília, confirmaram a compra e o pagamento, inclusive lançaram na fatura do meu cartão que já foi até pago. Hoje no dia 23 de março recebo um e-mail na qual continha a seguinte informação.
Os dados que foram informados para o pagamento da reserva WRUG*** não nos permite manter a emissão do bilhete. O bilhete foi cancelado.

Caso algum valor tenha sido debitado do cartão de crédito, o mesmo será estornado.

Caso deseje manter a reserva, em um prazo máximo de 24 horas deverá ser apresentado comprovante de depósito em conta-corrente da Air France à Central de Reservas (tel. 4003-9955* de capitais e regiões metropolitanas / 0800 888-9955* de outras localidades).

Liguei na airfrance pra saber o motivo, e os atendentes disseram não saber! Como assim, não sabem ?! Liguei no meu banco e falei com minha gerente e ela disse que estava tudo certo, que o banco já até tinha pagado para a companhia. 

Os atendentes não souberam dizer o que houve e a empresa simplesmente cancelou a compra sem nem ter por que. E ainda por cima eu teria que pagar via único depósito de valor integral (comprei parcelado em 4x) se eu quisesse manter a passagem. 

Procurei na internet se alguém teve problemas com eles desse modelo, e encontrei varias reclamações de relatos iguais esse meu. Descobri também que meu sogro já teve esse mesmo problema, e com ele foi pior, cancelaram a passagem 2 semanas antes de viajar, e minha cunhada também teve um problema similar, so que o dela foi pior, ela só descobriu na hora do voo e teve que comprar uma passagem 3x mais cara. 

Companhia péssima! De uma descaso enorme com o cliente. Não perderam só um, perderam uma família de 8 pessoas que todos os anos fazem 2 viagens ao Brasil via Europa!","Péssima companhia!","<span class=""ui_bubble_rating bubble_10""></span>"
"1561504423-1981","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","155","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or770-Air-France","Minha experiência com a Air France foi a melhor possível.
Fiz uma viagem para a Bélgica e desde a hora da compra até a hora da minha chegada na Bélgica o atendimento foi ótimo.
Serviço de bordo excelente,comissários muito bem treinados,solicitos e educados.
A higiene do avião é impecável e os horários geralmente são cumpridos.","Muito boa","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504417-1969","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","149","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or740-Air-France","A Air France é uma das melhores cias aereas do continente. O voo até Paris foi normal, pena que não me sentei na janela. Boa comida e até vinho da Borgonha como opção de bebida! Como a espera para conexão em CDG era de quase 11 horas, foi-me permitido ir bater perna em Paris sem taxas adicionais. Na segunda perna, o voo foi tranquilo. A surpresa desagradável foi o desvio da minha bagagem. Ficou em Paris e só chegou até mim 36 horas depois. Nesse caso, não sei se a culpa foi da cia ou do pessoas do aeroporto.","Passeio em Paris na conexão","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504144-1546","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","63","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or310-Air-France","Eu nunca tinha atravessado o oceano atlântico, pensei numa viagem super desconfortável e agitada, pelo contrário apesar de ser classe econômica era bem espaçosa, fui muito bem servido, tem alimentação o tempo todo e o kit multimídia dava conta do recado com uma variedade bem grande de lançamentos que ajudam muito quem não consegue dormir.","Superou as expectativas!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504514-2121","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","239","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1190-Air-France","Atendimento dos funcionários, alimentação, bebidas, conectividade, amenidades, espaço do assento e espaço entre os assentos, tenho 1m85 isso faz diferença num voo intercontinental.","Ainda não conheci melhor","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504238-1693","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","19","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or90-Air-France","Nosso bilhete para o dia 07.04 havia sido comprado com alguns meses de antecedência. Uma semana antes do vôo, foi anunciada uma greve 
 dos funcionários da Air France  e corríamos o risco de ter o vôo do dia 07 cancelado. Como todo o restante do cronograma de viagem (reserva de hotel, locação de carro, ingresso de algumas atrações) estava vinculado a essa data, não podíamos correr esse risco de atrasar a chegada. Fizemos contato com a Cia que prontamente nos atendeu na solicitação por antecipar em um dia a nossa partida (sem qualquer ônus).
O vôo transcorreu tranquilo. O atendimento no check-in e a bordo foram impecáveis. As refeições e bebidas servidas durante o vôo estavam saborosas. O conforto das poltronas deixa a desejar, como em qualquer poltrona de classe turística, mas afinal, quem se preocupa com isso quando o destino é Paris?","Em resumo: excelente.","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504238-1689","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","19","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or90-Air-France","Gostei muito de viajar com a AirFrance . Foi a minha primeira vez com eles. Voos no horário, refeições adequadas, bem servidas. A tripulação muito bacana! Na ida e volta tinha comissários falando em português também. Fizemos São Paulo - Paris , Paris - Lisboa e Lisboa - São Paulo ( este com Uma escala em Paris). Nenhum problema  com voos e nem com as bagagens .
Recomendo sim!","Bem agradável","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504048-1389","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","109","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or540-Air-France","ja viajamos outras vezes pela Air France, sempre fomos bem atendidos mesmo viajando em outras classes, que não a  executiva.Fui bem  atendida pois precisei de assistência especial por conta de um problema no joelho, tanto em São Paulo como na chegada em Paris.","tranquilidade","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503899-1155","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","180","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or895-Air-France","Viagem muito agradável, comissários de bordo muito gentis, alimentação excelente e bebida de boa qualidade, servida com fartura. Assentos relativamente confortáveis.","Viagem agradável!!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504184-1609","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","43","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or210-Air-France","O voo foi excelente, o avião era novo, bem espaçoso para a econômica. Serviço de bordo bom e aeromoças atenciosas.","Ótimo voo, avião novo e atendimento muito simpático","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504292-1776","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","32","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or155-Air-France","Entre Paris e Berlin, é um pulo né, portanto tratou-se de um voo curto mas bem agradável. Destaco o bom atendimento por parte da equipe de bordo, aeromoças e comissários. O comissário que me atendeu parecia gostar de verdade do que fazia. Acho que apreciei especialmente depois da experiência horrível tanto do Brasil para a Europa como dentro da continente europeu que tive com os voos da Alitalia, seja durante o voo propriamente como no check in, que baita porcaria! Mas... voltando à avaliação sobre os serviços da Air France, graças à boa experiência que tive com certeza em outras oportunidades pretendo eleger e voar com esta companhia. Vive la Air France!","Um atendimento agradável.","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504117-1502","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","76","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or375-Air-France","Jantar boa qualidade e café da manhã aceitável. No jantar foi servido um vinho merlot de boa qualidade.
Com certeza voltaria viajar com a empresa","Atendimento muito bom","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503699-843","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","274","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1365-Air-France","Sempre fico satisfeita com a Air france, serviço sempr impecável, mimos como kits de amenidades e lencinhos quentinhos pela manhã. A alimentação também é sempre boa considerando que é comida de avião! Os lanchinhos também são delicia, sorvetes e sucos disponíveis no fundo do avião! O espaço é sempre aquela coisa de classe econômica, meio apertado.","Bom serviço!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504000-1318","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","132","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or655-Air-France","Como eu adoro a Air France, aeronaves sempre limpas e um tratamento impecável dos tripulantes. Todos meus futuros voos com destinos europeus, pretendo utilizar os serviços da Air France.","GRU-CDG-NCE-CDG-DUB","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504571-2212","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","2","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or5-Air-France","Comprei uma passagem para Paris com embarque em 26/06 próximo na CLASSE ECONÔMICA PREMIUM, assento marcado.
Hoje, dia 21/06, recebi uma mensagem que por troca de avião tenho uma reserva na CLASSE ECONÔMICA.
Como assim? Paguei um assento na CLASSE PREMIUM!!! Entre outros fui sorteada com a CLASSE ECONÔMICA?
A aeronave é do mesmo tipo, a configuração é a mesma!! Quem vai no assento que eu paguei??
Em contato com a AIR FRANCE não obtive nenhuma desculpa plausível, descaso total!!
AIR FRANCE NUNCA MAIS!!!!!","Descaso com passageiro","<span class=""ui_bubble_rating bubble_10""></span>"
"1561504163-1575","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","54","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or265-Air-France","ótima companhia, excelente serviço de bordo , assentos confortáveis, voo tranquilo , aeronave nova , excelente custo beneficio","otimo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504460-2038","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","188","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or935-Air-France","Não houve serviço de bordo entre esse trecho e nem para venda... Um voo meio estranho. Preferi fazer esse trecho com Austral da próxima vez.","Não houve serviço de bordo :-(","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504242-1696","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","18","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or85-Air-France","Excelente Companhia. Recomendo serviços e atendimento. Uma grande vantagem para quem deseja conhecer a Europa começando pelo centro. Tem conexões rápidas para Bruxelas e Londres de trem que estão integradas ao Aeroporto. Se for passar o primeiro dia em Paris, veja opção pelo Aeroporto de Orly, que fica mais ao centro. O Aeroporto Charles de Gaule fica mais de 40 km afastado da cidade. Por ser uma cidade extremamente turística, costuma ser mais tranquila a questão da alfândega.","Por quê chegar a Europa po Paris?","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504436-2002","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","167","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or830-Air-France","Aeronave moderna, limpa, boa refeição, tripulação atenciosa.
Voei em assentos na primeira fileira sem pagar nada a mais por isso, não eram assentos com muito espaço extra (como nos comfort seats em saídas de emergência) mas tinham mais espaço do que os normais). Não tenho reclamações da companhia, desde o check-in até o pouso toda tripulação foi bem solicita.","Excelente","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503740-901","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","256","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1275-Air-France","O avião poderia ser mais moderno e confortável. Espaço pequeno entre as poltronas e central de entretenimento com a grande maioria das atrações em francês ou inglês. Bom serviço de bordo, alimentação bem variada e alguns mimos como sorvetes e chocolates a disposição.","Avião razoável e bom serviço de bordo","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504492-2086","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","218","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1085-Air-France","Os vôos de ida GRU-CDG e CDG-LHR partiram no horário e lotados. Embora estivesse em classe econômica, assisti um filme interessante, fiz a refeição e dormi. Foi a melhor relação de custoXbenefício para o período em que viajei.","Vôo GRU-LHR com escala em CDG","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503763-938","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","246","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1225-Air-France","Espaço minúsculo. Dificuldade na escolha dos assentos. Em dois trechos não consegui sentar junto de minha esposa mesmo tendo feito check in bem antes. Na volta precisei pagar para sentar ao lado de minha esposa.","Assentos","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503879-1128","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","189","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or940-Air-France","Esta foi uma bela surpresa, pois viajei na ida na classe econômica premium e na volta a econômica, achei que perderia alguns centímetros, mas até que foi confortável. Serviços e comissários tranquilos e bem humorados, me atenderam muito bem.","Me surpreendi","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504329-1834","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","68","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or335-Air-France","Infelizmente meu vôo não foi operado na nova aeronave, os acentos não eram Flat Bed, mas  mesmo assim achei muito confortável e espaçoso. Se vc está voando com um desconhecido ao seu lado, ele ficará bem próximo. Não existe nenhuma barreira entre os acentos. Os amenities da Clarins na linda necessaire e as pantufas são muito úteis durante o vôo. O serviço de bordo com jantar e café da manhã são deliciosos. O buffet disponível durante toda à noite serve delícias da Ladurèe, Fauchon e Haagen Dazs. Minha única crítica vai para os comissários, que por muitas vezes deixaram passar para a executiva, um passageiro que estava na econômica. Durante toda a noite o homem passava para o buffet e bebeu muito! Incomodou a todos na econômica e na executiva! Fora isso, recomendo!","Executiva Rio/Paris","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503720-871","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","265","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1320-Air-France","Simplesmente maravilhosa! Tudo muito organizado, confortável, comissários excepcionais lindas, maravilhosas, elegantes e que falam tudo que é idioma.
O mais lindo é você chegar e receber um ""bon jour madame""
O lanche então nem se fala. Você não passa fome e come alimentos de ótima qualidade pra carnívoros e vegetarianos.
Telinha com filmes, musicas de tudo que é estilo, pra todos os gostos. 
Cobertinha quentinha, máscara pros olhos e as vezes até uma necessáire.
E o preço? Comparado com o de outras companhias aéreas, é bem melhor.
Indico, recomendo e vai na fé que vai amar!","TOP","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504031-1365","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","117","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or580-Air-France","Atendimento alem da expectativa, tudo muito bom, as atendentes de bordo muito atenciosas e prestativas, voar para paris e apreciando champagne a bordo foi o maxiomo.","ATENDIMENTO SENSACIONAL","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504514-2122","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","239","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1190-Air-France","Atendimento em solo sem problemas. Atendimento em voo já experimentei melhores. Quando viajei apenas um comissário falava português (mas não era brasileiro). Entretenimento de bordo muito bom, comida bastante agradável, espaço nas poltronas normal para uma classe econômica. Voos pontuais e sem problema com bagagens.","Prefiro companhias nacionais","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504181-1607","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","45","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or220-Air-France","Amei o atendimento e a praticidade de tudo desde o site , Skypriority para classes específicas,  cardápio a bordo , comissários,  apenas peço que tenham um carinho e uma atenção especial aos assentos pois o voo que peguei teve alguns pequenos transtornos do pino não segurando a tela, e touch screen com defeito tendo que usar o controle  e assentos não declinando total na área executiva business no demais está tudo na mais perfeita ordem e pontual e outro detalhe chegando no aeroporto de Guarulhos na retirada da bagagem as malas priority não foi realizada com sucesso,  misturaram tudo chegou tudo junto creio que deve ser um problema a ser resolvido em Gru airport pois no vôo indo para italia cheguei no carrossel pelo joons a primeira mala a chegar foi a minha Skypriority.","Perfeito mas com atenção","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504365-1891","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","101","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or500-Air-France","Pegamos esse trecho de viagem para embarcar num Cruzeiro pelo Mediterrâneo. Havia conexão  no  Aeroporto Charles de Gaulle, e nessa conexão houve extravio das bagagens. Ficamos sem nossos pertences durante o Cruzeiro e pelo restante da viagem. Nossas malas foram entregues em casa, um dia após nosso regresso. O  mais grave foi o descaso com que fomos tratados, com desencontro de informações, pois havia a promessa(feita a nosso Agente de Viagens) quase diária de que fariam a entrega, dando-nos a falta expectativa de que teríamos nossos pertences de volta ainda durante o passeio. A Cia Aérea não sinalizou  qualquer tipo de ressarcimento pelo imenso transtorno, nem sequer um mero pedido de desculpas. Air France, nunca mais!","Atraso de 15 Dias na Entrega das Bagagens!!!","<span class=""ui_bubble_rating bubble_20""></span>"
"1561503861-1097","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","198","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or985-Air-France","sempre que fui a Europa utilizei a Cia, gosto do serviço de bordo e entretenimento, os comissários são gentis, a classe economica é boa","Gosto muito desta Cia","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504248-1705","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","15","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or70-Air-France","Decidimos optar pela viagem a Lisboa pela Air France pois já tínhamos viajado anteriormente por essa Companhia aérea . O atendimento é muito bom e percebemos até a boa vontade dos comissário de bordo em falar português . Recomendo","Air France padrão de excelência","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503731-884","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","261","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1300-Air-France","Um serviço excelente, com atendimento ótimo. Alguns pequenos poréns: o avisos são em quantidade acima da necessidade e sempre em francês, inglês e em um português macarrônico, houve um atraso não programado (e não avisado) e a bagagem foi extraviada. Fora isso, vale muito a pena.

Excelente no atendimento e falha no acompanhamento","Excelente no atendimento e falha no acompanhamento","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503781-967","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","237","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1180-Air-France","É sempre bom voar com a Air France. Voos pontuais, serviço cordial e atencioso desde o check-in até a restituição da bagagem, aviões limpos. Diferentemente de outras companhias aéreas, a Air France é ainda uma das poucas que prezam realmente pela segurança, pelo conforto e pelo bom atendimento do passageiro. É sempre muito agradável voar de Air France.","A Air France sim, tem verdadeira Paixão por Voar !","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503790-982","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","232","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1155-Air-France","Tanto  na  ida  como  na   volta,   ótimo   atendimento.   Pena  que  o   espaço   entre   os  bancos   seja   tão   pequeno.  A  equipe  de  bordo  foi  muito   atenciosa   e   prestimosa.","Ida  e  volta  a  Paris,  sem   sustos!!!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503978-1281","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","142","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or705-Air-France","Cheguei no aeroporto as 12:00 e saída do voo marcado para 16:20 - despachei malas e dirigi-me ao Gate F49. Nessa ala não tinha nenhuma tela com saidas/chegadas de voos. As 16:20 não tendo ninguem no gate dirigie-me a outro e solicitei explicações, quando fui informado que o voo ja tinha saido. Fui direcionado a um balcao da Aiir France e expus meu problema e conseguiram um voo que saia as 20:50hs. Perguntei sobre as malas e fui informado que existia uma regra na empresa de que nenhum voo saia com mala sem o passageiro. Me informaram que o gate era  F47 mas que devia consultar de tempo em tempos o F56. As 20:00 fui informado que o avião sairia no gate F44. Cheguei em Lisboa as 22.50 sem minha mala e a mala da minha mulher quebrada. Recebi mala na dia 18/05 as 19:00 hs. Não preciso dizer mais nada.","Falta de compromisso","<span class=""ui_bubble_rating bubble_20""></span>"
"1561503821-1031","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","217","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1080-Air-France","achei o espaço para as pernas maior e a inclinação da poltrona também muito confortável. Entretenimento excelente e comida incrivel","voo tranquilo, espaço maior para as pernas","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504254-1715","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","12","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or55-Air-France","A tripulação foi atenciosa e cortês , refeição a bordo boa mas o espaço muito reduzido. Foi uma viagem excruciente devido as limitações da classe mas nao em sia pela companhia aérea.","classe ""muito"" econômica","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503994-1304","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","135","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or670-Air-France","Uma viagem longa num Boeing ,esperamos   que nosso corpo  vá caber  no espaço  comprado por  um preço  salgado. Mas  ai daquele que é alto, gordo ou as  duas  coisas...ou que senta ao lado de alguem com essas  características.   ,O  espaço entre  os assentos é mínimo, sendo  ate difícil  de   equilibrar  os alimentos  que são servidos . Aliás  são alimentos e bebidas de  ótima  qualidade. Faça sua  reserva  muito correta pois  se  tiver  que alterar  qualquer  dado , a multa  é  abusiva","viajando esprimida","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504382-1916","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","116","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or575-Air-France","excelente voo, comissários solícitos e educados, boa comida. Tudo transcorreu muito bem desde o check in até o desembarque.","otimo voo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504112-1492","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","79","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or390-Air-France","Voo atrasou 3 horas pra sair de Kiev, chegando em Paris ficou sobrevoando 1 hora antes de conseguir pousar.
Serviço de bordo muito bom, comissário atenciosos e simpáticos.","Viagem tranquila","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504267-1737","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","8","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or35-Air-France","O voo foi bom. O avião era dos mais novos e os comissários, muito gentis. Havia programação infantil, mas poderia haver headphones para crianças, pois os dos adultos ficam caindo neles.","Bom voo","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504277-1751","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","17","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or80-Air-France","Já viajei algumas vezes pela AIRFRANCE e o atendimento dos funcionários é excelente e os voos saem sempre no horario.
Além disso gosto do conforto à bordo e da variedade de filmes oferecidos.
A comida não é o ponto alto mas é razoável.","atendimento excelente","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504525-2139","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","251","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1250-Air-France","Serviço impecável, companhia de excelência com atendimento de qualidade, agilidade para solucionar problemas, conforto nas viagens.","Conforto","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504386-1923","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","119","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or590-Air-France","Adorei minha ultima viagem com a Air France. Tanto nos voos de ida como de volta contávamos com tripulantes que falavam português, espanhol, inglês, francês...sendo assim fomos muito bem atendidos. Tripulantes com boa vontade e sempre dispostos a nós ajudar. A comida sempre me agradou tb! A programação de filmes, series e jogos, também estava muito completa e satisfatória!","Ótimo atendimento","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503931-1204","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","165","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or820-Air-France","Viajo muito pela Air France, minha companhia preferida na comparação com outras que utilizei para a Europa.
Gosto do pessoal de bordo, da programação de vídeos e músicas, das refeições, que dão direito a vinhos e champanhe, do conforto de travesseiros e mantas. De madrugada, trazem até você sorvete (delicioso) e água. Há sanduiches e refrigerantes toda a madrugada na copa, tudo muito gostoso. A questão é que o espaço entre as poltronas é muito pequeno, causando um tremendo desconforto para quem é alto. E as poltronas são estreitas demais, causando problema para quem está acima do peso. Isto compromete o conforto do assento.Pode ser constrangedor.
A limpeza dos banheiros existe no início do vôo, mas percebo que os passageiros não colaboram para a sua manutenção no decorrer de um vôo de 11horas. Comissários de bordo deveriam fazer uma manutenção mínima , pois é coisa que eu mesma faço, rapidamente, quando utilizo os banheiros.","Perde as cinco bolinhas porque o espaço na classe econômica é exíguo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503775-955","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","240","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1195-Air-France","Como disse o Kalcenter. Os assentos são apertados e estreitos, embora a equipe em terra e os comissários se esforcem, os da Turística e Econômica sempre pagam o pato. Tentam vender lugares juntos, com mais espaço para as pernas ... mas é tudo mico e vc. só perde dinheiro. O lugares para mais espaço é próximo aos banheiros e vc. não consegue dormir e os juntos são na traseira e super-apertados. Uma coluna de ar gelado e outra de escaldante não agradam ninguém e os monitores são muito brilhantes e incomodam.
Faça um teste simples : se vc. conseguir se cadastrar no site da Air France e conseguir e gostar, então está bem !!! Prefira a KLM ( ainda não voei ).
Ida e Volta para França, Espanha e Alemanha ( várias vezes )","Não Gostei","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504411-1963","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","143","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or710-Air-France","No quesito ""gentileza do staff"" esta empresa melhorou muito. Todos foram gentis e atenciosos. A aeronave possui boa qualidade e conforto mesmo na econômica. Serviço de entretenimento bom mas com poucas opções de filmes recentes. A Air France precisa urgentemente melhorar a qualidade de suas refeições que são sem gosto e pouco atrativas. Os nomes no menu são super sofisticados mas quando chega a refeição...que decepção !","Precisa melhorar muito as refeições","<span class=""ui_bubble_rating bubble_40""></span>"
