web-scraper-order,web-scraper-start-url,pagination,pagination-href,Text_select,Titulo ,Nota_element
"1561503703-845","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","273","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1360-Air-France","A companhia é boa, voo saiu no horário, porém o atendimento de bordo tende a deseja, diriam que em viagens longas deveriam servir mais refeições, não sei se é normal, você almoça e se sentir fome ter que ir no final do avião para pedir algo. Na ida fui KLM e amei!!","Bom mais podia ser melhor...","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503828-1040","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","214","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1065-Air-France","A companhia é horrivel. São mal educados, não tem ninguém com boa vontade de ajudar no check-in em Paris. Tudo na máquina. Em São Paulo compramos o ""espaço conforto"" achando que eram as poltronas com maior espaço. Ao embarcar vieram com um ""blablabla"" que não era isso. Perguntei qual a vantagem naquele acento e foi informado que eu teria ""prioridade de serviço e de desembarque"" o que além de NÃO ACONTECER não foi o que adquiri. No balcão em SP fui clara para o atendente que era um espaço para PERNAS maior que desejávamos. Ele não entendeu ou nos ludibriou?? Ainda não sei. PEdi reembolso para a companhia e não fui atendida. Não viajo mais com eles.","voo para Paris","<span class=""ui_bubble_rating bubble_20""></span>"
"1561503811-1018","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","222","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1105-Air-France","Já viaje outras vezes pela Air France e a considero uma das melhores companhias aéreas. O serviço da primeira classe, que utilizei em uma viagem anterior a Paris, é inigualável.
Mas a classe executiva tb é refinada e o atendimento gentil e cuidadoso.
Os aviões sempre muito modernos e confortáveis.
Uma das minhas companhias preferidas.","Perfeita","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503803-1001","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","226","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1125-Air-France","Um bom voo, tranquilo, pouco tempo, serviço a bordo simples mas de bom gosto, bebida razoável. Sem problemas.","Bom voo de curta duração.","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503886-1138","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","186","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or925-Air-France","Uma boa opção de voo. Equipe atenciosa, espaço razoável, refeições também razoáveis. Recomendaria, especialmente a classe Economy premium.","Boa opção de voo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504112-1491","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","79","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or390-Air-France","Voo tranquilo. Pontualidade ótima. Aeronave nova. Empresa que preza pela manutenção de suas aeronaves. Os preços poderiam ser um pouco menores.","punctual and organized","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504289-1770","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","29","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or140-Air-France","alguns voos da Air France, oferecem 4 categorias,  First Class, Executive, Premium e a econômica. A diferença de preços é muito grande, numa escala de 0 a 20, seria algo em torno 20 pra primeira classe, 10 pra executiva, 5 pra Premium e 1 pra econômica. em um voo de 11 horas viajar de econômica não é muito confortável, então a dica é se programar com uma grande antecedência pode-se pager bem menos na Premium, ou até usar milhas  na executiva!","da econômica pra Premium","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503677-814","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","","","O voo em si foi ótimo, decolou no horário, sem problemas! Ficamos decepcionados com os assentos da Premium Economy, o espaço para as pernas é bom mas o encosto não reclina nada, o assento é que “escorrega” para frente! Achamos o encosto muito incômodo, ou seja, na nossa opinião não valeu a pena pagar mais pela cadeira Premium Economy. 
Em termos de conforto, é quase a mesma coisa da primeira fila da Classe Econômica .","Desapontada","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504473-2054","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","200","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or995-Air-France","As poltronas da classe executiva poderiam ser mais confortáveis. Já que não deitam totalmente o passageiros fica em uma posição que as pernas estão mais baixas que o tronco e a cabeça. Na realidade não deitam e sim reclinam. No embarque o atendimento é muito bom, mas no desembarque é quase ""se vira"".","Poderia ser mais confortável","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504184-1612","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","43","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or210-Air-France","...já no início,quando fomos para Paris veio uma senhora se dizendo desta companhia perguntando se não queríamos ir num outro voo que pagariam hotel,alimentação etc...achamos estranho e nem demos atenção! Faltando poucos dias para voltarmos,minha esposa recebeu um comunicado da parceira da AIR FRANCE,a KLM,informando que nossas reservas não estavam confirmadas,fomos até a agencia da companhia em Paris,perdemos praticamente a manhã de passeio,para nos informar que estava tudo certo,aproveitei e paguei  pelas poltronas de nossa preferência,como já não bastasse,quando embarcamos tinham dois senhores sentados em nossas poltronas,tentei falar em ingles com a aeromoça mas nem aí,para não criar um ""barraco""no avião deixamos como estava,depois um desses senhores me disse que tinha problemas de saúde etc...não dormi nada foram mais de 11 horas de desconforto.Vou continuar viajando para a França, mas por outras companhias.","Pior companhia que já viajei até hoje","<span class=""ui_bubble_rating bubble_10""></span>"
"1561504197-1629","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","37","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or180-Air-France","Voo saiu próximo do horário e como de costume demorou o taxiamento.
A temperatura da cabine estava bem regulada e a comida no padrão das aéreas 
Notei que a Air France tem se esforçado para atender aos brasileiros e praticamente todos os comissários falavam português.
No mais voo tranquilo","Voo gru pari","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504169-1584","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","51","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or250-Air-France","Viajamos para Paris em um A340-300 da Air France Joon.
Avião novo, serviço de bordo ótimo, entretenimento também. Aeronave limpa e cheirosa, bem diferente dos aviões da TAP que fazem Brasil/Europa, velhos, imundos e fedendo a xixi.
Recomendo esse voo e espero viajar mais vezes por essa companhia aérea.","Avião novo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504539-2162","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","263","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1310-Air-France","Excelente atendimento, check in super facil. No momento da reserva pela internet não é possível reservar os assentos gratuitamente, mas você pode fazer isso pelo check in on line 30h antes do vôos. Os comissários são educadíssimos e o serviço de bordo muito bom. Eles entregam um cardápio antes das refeições para que você possa escolher seu prato principal. A entrada e sobremesa só apresentam uma opção. A comida estava boa, porém achei o cafe da manha fraco. Li em alguns blogs que eles costumam servir sorvete depois das refeições, sendo que nos vôos que partem da europa era servido haagen-dazs, porém no meu voo so foi servido picolé de chocolate garoto na ida. Depois do jantar, ficam snacks e sanduíches a disposição.
Quanto à aeronave, era nova, bem conservada, porém achei as poltronas muito estreitas. O entretenimento e os fones de ouvido são bons. Eles entregam mantas, um travesseiro ( que só serviu para apoiar a minha coluna lombar), mascara para dormir e lenços refrescantes.
Não houve atrasos e as bagagens chegarem em perfeitas condições ( estávamos em um grupo de 6 pessoas).","Vale o preço","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503753-922","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","250","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1245-Air-France","A companhia é muito confiável, o voô foi tranquilo, a comida é boa, mas os acentos são muito apertados.","Companhia boa","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503743-906","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","255","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1270-Air-France","Me senti como sardinha em lata ,espremida de todos os lados ainda tive que aguentar grosseria das comissárias e comida ruim ,fora a perda da bagagem.","Grosseria","<span class=""ui_bubble_rating bubble_20""></span>"
"1561503954-1240","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","154","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or765-Air-France","gostei muito do atendimento em geral. como aeromocas, voo, comida,. chekin, atendmento no balcao, em relacao as malas","tudo bem","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504040-1382","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","112","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or555-Air-France","Os vôos saíram rigorosamente no horário e o atendimento da tripulação foi ótimo. Ocorre que, embora eu tenha comprado a passagem pela Air France, em razão de convênio, vim da Holanda para o Brasil em um vôo KLM, conforme organização da própria Air France, e foi aí que a porca torceu o rabo. Marcaram vôos muito próximos e o aeroporto de Amsterdam é enorme, além de ser lá que se faz a saída da Comunidade Européia nesse caso. Tive cerca de 30 minutos para passar pelo controle de passaporte e atravessar um aeroporto gigante correndo alucinadamente. Não perdemos a conexão por uma fração de segundos.
Segundo comentários de outras pessoas, quando contei o ocorrido, isso é muito comum. Ora, se as companhias aéreas conhecem o tamanho do aeroporto e estão cientes de que o passageiro ainda será obrigado a pegar a fila da imigração, deveria ter mais cuidado na marcação de vôos com conexão. Foi bastante estressante. No mais, fiquei bastante satisfeita.","Faltou bom senso","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504560-2196","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","5","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or20-Air-France","Tivemos alguns contra tempos em Lisboa, nosso voo era 5:40 da madrugada e não pudemos despachar as malas antes, assim ficamos para fora de todo o conforto que havia nas salas de embarque...como se não bastasse, me fizeram despachar minha mala de mão porque o voo estava lotado...e, ela não chegou em Guarulhos.","Alguns contratempos...","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504217-1659","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","28","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or135-Air-France","Os aviões são bons, bem conservados e limpos. A equipe é séria, isto é, não é de fazer brincadeiras nem dar sorrisos, mas competente e profissional.","O atendimento sempre foi muito profissional. As acomodações são boas e a taxa de perda de bagagem é baixa.","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503978-1283","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","142","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or705-Air-France","check in em lisboa, sem precalços, mas em Paris checkin tipo selfservice e na porta de embarque o boarding foi completamente caótico 
de manha foi servido um bom croissant e no voo de regresso um wrap de legumes e queijo.","LISBOA-PARIS-LISBOA","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503987-1297","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","138","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or685-Air-France","Viagem tranquila desde o check in até o desembarque. Excelente serviço do bordo. Atendimento satisfatório e ótima comida. Sem atrasos. Não foi a primeira vez que viajei pela companhia. Com certeza voltarei.","Muito boa","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504495-2092","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","221","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1100-Air-France","Viajei para Paris no Boeing 747 e paguei uma diferença para viajar na parte superior da aeronave. Vale a pena porque é uma parte do avião com poucos assentos permitindo um melhor serviço de bordo e um melhor acesso aos sanitários. A alimentação é de boa qualidade e o  atendimento é correto. As comissárias tiveram muito boa vontade com o meu francês de ginásio e tudo ocorreu bem. Eu gosto de viajar pela Air France.","Bom atendimento e profissionalismo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504402-1947","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","134","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or665-Air-France","Tripulação super preparada e educada. Voos nos horários. Preços do voo justo. Aeronaves em ótimo estado. Apenas 1 ponto a comentar e que fica de dica ...cuidado com as opções de escolha de assento...elas são pagas e as ofertadas para a classe econômica não valem a pena. Se quiser conforto vá de executiva ou first class....as econômicas são todas iguais...näo há pq pagar mais carro para poder escolher uma delas.","quase perfeito","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503872-1118","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","192","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or955-Air-France","Um voo excelente, muito bem atendida pelos comissários. As refeiçoes muito bem elaboradas. A aeronave em bom estado. Foi uma ótima viagem!","Ótimo voo","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504460-2034","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","188","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or935-Air-France","Achei tudo perfeito, poltronas espaçosas, boa comida, ótimo atendimento por parte das comissárias, entreterimento  muito bom com varias opções e perfeito funcionamento.","PERFEITA","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504498-2097","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","224","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1115-Air-France","Apesar do vôo em classe executiva, houve muito pouca diferenciação no que tange ao atendimento. Houve uma greve dos pilotos  e fui obrigado a antecipar o vôo em um dia pois o  e-mail que recebi da cia. simplesmente me oferecia a devolução do valor pago ou ter esperar 03 dias para a greve acabar, isto sendo uma passagem de classe executiva.
A configuração dos assentos (2X3X2) é muito desconfortável para quem fica no meio da fila de 3 já que obriga o passageiro a pular sob as pernas dos outros passageiros se estes estiverem dormindo. O atendimento é pouco simpático, sem aquele algo mais que se espera na classe executiva. O piloto e tripulação parecem não se preocupar com as turbulências, tendo em vista que no momento em que o jantar estava sendo servido o avião balançou muito e mesmo assim não houve interrupção do serviço, causando desconforto desnecessários aos passageiros. Enfim, precisa ser feito um esforço para aprimorar o atenimento.","CLASSE EXECUTIVA SEM NADA DE ESPECIAL","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504374-1906","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","110","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or545-Air-France","Nosso primeiro vôo de retorno ao Brasil atrasou em 50 minutos, o que nos fez literalmente correr pelo aeroporto para não perder a conexão. Resultado, as bagagens não chegaram conosco. A minha, chegou 2 dias depois e a do meu esposo 8 dias depois. E nesse meio tempo, só informações superficiais e pedidos de desculpas e paciência. E quando a bagagem finalmente chegou, nenhum recado ou satisfação.","Bagagem extraviada","<span class=""ui_bubble_rating bubble_10""></span>"
"1561504304-1794","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","44","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or215-Air-France","excelente service a bordo. gostei  muito do atendimento e a cordialidade do staff. 
comida boa. opcoes de cines sao boas.","excelente opcao","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504129-1522","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","70","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or345-Air-France","Gostei, sobretudo, da variedade de opções de filmes e vídeos, que me permitiram manter-me entretido neste longo voo. Também da possibilidade, sempre agradável, de beber um pouco de champagne, que não era mau, e da oferta variada de comida de bordo à refeição. Somente os quentes/cozinhados me pareceram mais fracos, sobretudo o da segunda refeição deste voo, com uma massa chinesa cheia de goma, de fraco sabor, com apenas qualquer coisa como companhia, que não consegui descobrir o que era. Deixei de lado. Saliento a atenção e simpatia da equipa de cabine, que foi muito agradável. Os banco são algo desconfortáveis, e tive, por isso, de fazer alongamentos a meio do voo para atenuar as dores de costas.","Um longo passeio com 4 horas de sono e três filmes","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504028-1362","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","118","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or585-Air-France","Excelente serviço, as refeições são boas, om espaço, já voeei várias vezes com a air france , mas particularmente essa vez minha poltrona QUEBROU, aterrissei com o banco deitado..... mas recomendo, OBS. reclamei e recebi um bônus de 300 dólares, por muitas horas com o banco assim e avião lotado.","Gosto muito","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504263-1729","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","7","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or30-Air-France","o voo não foi direto e sim com escala em Paris... com mais que 4 horas de espera. E isso não foi bom.  Mas o voo em si foi normal no Internacional mas, no voo dentro da comunidade européia, Paris a Lisboa, o avião era pequeno e com muito menos recurso,","Pontual e sem problemas","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504213-1657","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","30","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or145-Air-France","Apesar do voo estar lotado, sem um lugar vazio sequer, o embarque e decolagem ocorreram dentro do horário previsto e sem problemas. Serviço de bordo bastante simples e check-in dentro da normalidade esperada.","Air France Barcelona - Paris","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504453-2028","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","182","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or905-Air-France","Serviço de bordo razoável , rápido e mau humorado . O inglês da tripulação incluindo o do piloto era horrível ou seja ou você falava francês ou ficava sem entender nada. O rigor com a bagagem de mão foi algo que eu nunca vi implicaram com tudo.","grosseiros","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503724-874","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","264","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1315-Air-France","O voo que fui não estava lotado, simplesmente deitei entre 3 poltronas. Muito bom! Não sei pq realmente não estava lotado. Equipe de franceses nos tratou muito bem.","Rumo a Paris","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504260-1727","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","9","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or40-Air-France","Viagem fantástica com um serviço de excelência. Os lugares são super confortáveis, cada um com o seu écran onde se pode visualizar uma série de filmes, concertos ou documentários que nos proporcionam bons momentos de entretenimento e fazendo-nos esquecer a duração do voo.
A ementa é muito boa. Entregam-nos em papel para escolher. Imaginem que em classe económica até oferecem champanhe.
Recomendo vivamente","Viagem de NY para Paris","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504184-1610","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","43","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or210-Air-France","Ótimo atendimento e apresentação dos comissários, falando três línguas fluentes e entendendo inclusive a língua portuguesa. refeições servido a bordo muito bom, aperitivos, vinhos e champanhe. Pontualidade também foi marcante em uma viagem de onze duração. Bom preço com ótima relação custo benefício. Recomendo a todos.","ATENDIMENTO QUASE PRIMEIRA CLASSE","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504190-1623","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","40","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or195-Air-France","Muito boa essa Cia Aérea! Pontualidade, Conforto, Serviços á bordo, e funcionários atenciosos! Alimentação muito boa também! Aeronave muito boa! Limpeza ótima!","Cia Aérea muito boa!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504393-1933","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","125","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or620-Air-France","Viajei de Roma para Paris e não gostei do vôo, porque o assento não era confortável e havia um grupo de adolescentes franceses que fazia muito barulho...","Só para franceses...","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504200-1636","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","36","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or175-Air-France","Voo maravilhoso, todos atenciosos, alimentação de qualidade, bebidas a vontade, entretenimento em sua tela individual para cada passageiro, onde você acaba nem sentindo a demora da viagem.","Voo com tranquilidade","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503934-1212","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","163","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or810-Air-France","Excelente voo, tranquilo e com um atendimento de primeira pelos comissários de bordo, além de um cardápio variado e bastante agradável.","Voo com tranquilidade e atendimento excelente","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504557-2190","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","6","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or25-Air-France","A companhia tem como ponto positivo a comida de bordo que realmente é muito boa, porém deixa muito a desejar no entretenimento, na volta varias poltronas inclusive a minha que não mostrava os títulos de filmes disponíveis, e teve visores que não funcionaram.
Organização de embarque também foi boa e poltronas também ok.","Esperava mais","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504295-1779","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","35","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or170-Air-France","A viagem na primeira classe e muito boa, atendentes super atenciosos, a comida e a bebida servida e de qualidade e o assento muito bom. O que deixou a desejar foi a Air France ter deixado a minha mala e a da minha esposa para traz. Tudo que compramos e nossas roupas não chegaram ate hoje.","Air France","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504464-2043","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","191","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or950-Air-France","Quando se viaja a trabalho a classe executiva tem q ser simples, eficiente e bem cuidada. Nesse quesito a empresa é maravilhosa!","Executiva excelente","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504117-1501","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","76","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or375-Air-France","Não havia teto em Paris no retorno. Mas a conexão em Paris aguardou a auxiliou com muita presteza a dificuldade de locomoção com uma senhora de 79 anos. Parabéns a Air France.","Tivemos alguns probleminhas, mas a Air France corrigiu tudo.","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504304-1798","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","44","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or215-Air-France","Preço bom, atendimento no aeroporto muito bom, serviço de bordo e espaço das poltronas muito bom , moderno. A melhor custo beneficio entre as companhias boas.","Melhor Companhia","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503692-829","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","277","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1380-Air-France","Melhor companhia com voo direto para frança, serviço de bordo excelente, para quem não fala outro idioma excelente opção","França","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504522-2136","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","248","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1235-Air-France","Viajamos com crianças e o voo foi tranquilo, até economizamos uma hora, devido as condições do vento, porem o ar condicionado estava gelando tudo!!!","Voando pelo Atlantico","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503772-949","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","241","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1200-Air-France","Fui à França em junho, à trabalho, e não pude escolher minha Cia aérea...se pudesse, não teria ido de Air France.
O espaço dos assentos da classe econômica é muito reduzido na aeronave que sai do RJ para Paris, tornando a viagem ainda mais cansativa. O serviço de bordo é apenas regular, não empolga, com comida sem sabor e às vezes fria. 
Some-se isso ao fato de alguns comissários serem antipáticos et, voilà, você tem todos os ingredientes para não viajar de Air France.
De bom, somente a parceria da Air France para utilização da salinha da Gol na área de embarque internacional.","Aperto na classe econômica","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504433-1996","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","164","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or815-Air-France","Viajar pela Air France significa sinônimo de um delicioso serviço de bordo! Os comissários são gentis e a seleção de filmes excelentes, ainda que as poltronas da classe econômica não sejam confortáveis para os que viajam sem poder comprar os lugares.  Em todo caso foi uma experiência excelente.  O vôo saiu no horário, a aterrisagem tranquila e as bagagens foram entregues na esteira sem problemas!","Pontualidade e Comida Boa!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504267-1738","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","8","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or35-Air-France","A tripulação muito atenciosa e gentil, refeições boas,amenities de qualidade e o vôo chegou até antes do previsto no Rio. Mas um dos itens  negativos foi a poltrona. Muito estreita e um tanto desconfortável. Outro ponto negativo foi a aeronave não dispor de ponto para carregar celular, o que fez muita falta, considerando as 11,30h de vôo.","Poltrona desconfortável","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504017-1339","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","124","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or615-Air-France","Atendimento excelente dos comissários de bordo e do pessoal em terra. Durante todo o tempo permaneceram gentis e prestativos, inclusive após a viagem quando precisei recuperar os dados do meu voo. Adorei as refeições e o vinho servido a bordo. A classe premium realmente traz mais conforto para o corpo e as pernas. Valeu cada centavo!","Ótima viagem","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504234-1684","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","21","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or100-Air-France","Excelente em tudo, desde o contato por telefone, atendimento no aeroporto, dentro do avião tudo perfeito, (avião novo) serviço de bordo excelente, serviram até picolé. Indico sempre, um dos melhores atendimentos que tive em todas as minhas viagens.","Excelente","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504073-1432","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","97","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or480-Air-France","Viagem tranquila sem sobressaltos, servido lanche bordo, comissários atencioso, alguma confusão na entrada do avião, passageiros com muita bagagem de mão e desadequada ás condições de segurança.","Sem problemas","<span class=""ui_bubble_rating bubble_30""></span>"
